,state,response,coverage,education,employmentstatus,gender,location_code,marital_status,renew_offer_type,sales_channel,vehicle_class,vehicle_size,policy_type,policy_level
4576,Arizona,No,1,High School or Below,Unemployed,F,Suburban,Married,1,Agent,SUV,1,C,3
4577,Washington,No,1,Bachelor,Unemployed,M,Suburban,Single,2,Call Center,Four-Door Car,2,P,2
4578,Arizona,No,2,High School or Below,Unemployed,M,Suburban,Single,4,Call Center,Four-Door Car,2,P,1
4579,California,No,2,High School or Below,Employed,F,Suburban,Single,1,Call Center,SUV,2,C,3
4580,California,Yes,1,High School or Below,Employed,F,Urban,Single,1,Agent,SUV,1,P,3
4581,Arizona,No,1,College,Employed,F,Suburban,Married,3,Agent,Four-Door Car,1,C,2
4582,California,No,1,Bachelor,Employed,F,Suburban,Married,1,Branch,Four-Door Car,2,C,1
4583,Oregon,No,2,High School or Below,Unemployed,M,Suburban,Single,1,Web,Luxury Car,2,P,2
4584,California,No,2,Master and Above,Employed,F,Rural,Married,1,Agent,SUV,1,P,3
4585,Arizona,No,1,Master and Above,Employed,M,Urban,Married,2,Call Center,Two-Door Car,3,S,1
4586,Arizona,No,1,High School or Below,Unemployed,F,Suburban,Single,3,Branch,Two-Door Car,2,P,3
4587,Oregon,Yes,1,Master and Above,Other,F,Urban,Married,1,Agent,Two-Door Car,2,P,2
4588,Washington,Yes,1,High School or Below,Employed,M,Suburban,Single,2,Web,SUV,2,P,3
4589,Oregon,Yes,1,High School or Below,Other,F,Suburban,Single,1,Agent,Four-Door Car,2,P,3
4590,Arizona,No,2,Bachelor,Employed,F,Suburban,Married,1,Agent,Four-Door Car,1,P,3
4591,Oregon,No,2,High School or Below,Employed,F,Rural,Married,2,Agent,Four-Door Car,2,C,3
4592,Oregon,No,2,Bachelor,Employed,F,Suburban,Single,1,Call Center,SUV,2,P,3
4593,Nevada,No,1,College,Unemployed,F,Suburban,Single,3,Call Center,Four-Door Car,1,P,1
4594,California,No,1,College,Employed,M,Suburban,Single,1,Agent,SUV,2,P,2
4595,Washington,No,1,College,Employed,M,Urban,Married,4,Branch,Four-Door Car,3,P,1
4596,Washington,No,1,College,Employed,F,Rural,Married,1,Agent,SUV,2,P,2
4597,California,No,1,Bachelor,Unemployed,M,Suburban,Single,2,Agent,SUV,2,P,2
4598,California,No,3,Bachelor,Employed,F,Suburban,Married,2,Web,Four-Door Car,2,P,3
4599,Arizona,Yes,1,High School or Below,Employed,F,Suburban,Single,2,Call Center,Four-Door Car,2,P,3
4600,Arizona,No,2,High School or Below,Other,F,Suburban,Married,2,Agent,Two-Door Car,2,P,2
4601,Nevada,No,2,High School or Below,Unemployed,M,Suburban,Married,3,Agent,Two-Door Car,2,P,2
4602,Oregon,No,1,Master and Above,Unemployed,M,Suburban,Single,1,Agent,Four-Door Car,3,P,3
4603,Arizona,No,3,Bachelor,Employed,M,Suburban,Married,1,Agent,Two-Door Car,2,P,3
4604,Oregon,No,3,High School or Below,Unemployed,M,Suburban,Single,3,Branch,SUV,1,P,2
4605,Oregon,No,1,High School or Below,Employed,M,Rural,Married,4,Agent,Four-Door Car,2,P,3
4606,California,No,1,High School or Below,Unemployed,F,Suburban,Single,2,Agent,Four-Door Car,2,P,3
4607,California,No,1,Bachelor,Unemployed,M,Suburban,Single,4,Branch,Four-Door Car,2,P,2
4608,Oregon,No,2,High School or Below,Employed,F,Suburban,Married,1,Branch,SUV,2,P,3
4609,Oregon,No,2,College,Employed,M,Rural,Single,1,Web,Four-Door Car,2,P,1
4610,Oregon,No,1,Bachelor,Unemployed,M,Suburban,Single,2,Agent,Four-Door Car,1,C,3
4611,Arizona,No,1,College,Employed,M,Urban,Married,3,Branch,Two-Door Car,3,S,2
4612,California,No,1,High School or Below,Employed,F,Rural,Married,2,Call Center,SUV,2,P,2
4613,Washington,No,1,Bachelor,Employed,M,Suburban,Married,2,Branch,Four-Door Car,1,P,2
4614,California,No,1,High School or Below,Other,F,Suburban,Married,3,Agent,Two-Door Car,2,P,2
4615,Washington,No,2,High School or Below,Employed,M,Suburban,Married,2,Web,Four-Door Car,2,P,1
4616,California,Yes,1,High School or Below,Employed,M,Rural,Married,2,Agent,Luxury Car,2,C,3
4617,California,No,1,Master and Above,Unemployed,F,Suburban,Married,1,Agent,SUV,2,P,3
4618,Arizona,No,2,Bachelor,Unemployed,M,Suburban,Single,2,Agent,Four-Door Car,3,P,3
4619,Washington,No,1,Bachelor,Employed,M,Urban,Single,1,Agent,Four-Door Car,2,C,2
4620,Oregon,No,1,College,Employed,F,Urban,Single,1,Branch,Four-Door Car,2,P,1
4621,Nevada,No,1,High School or Below,Employed,F,Urban,Married,4,Web,Four-Door Car,1,P,3
4622,Oregon,No,1,College,Employed,M,Suburban,Married,1,Branch,Four-Door Car,2,P,3
4623,Oregon,Yes,2,College,Employed,F,Urban,Married,2,Branch,Four-Door Car,2,P,3
4624,California,No,1,Bachelor,Employed,F,Rural,Single,2,Branch,Two-Door Car,2,P,3
4625,California,No,1,Bachelor,Unemployed,M,Suburban,Single,3,Branch,Four-Door Car,2,C,3
4626,Nevada,No,2,High School or Below,Unemployed,F,Suburban,Single,1,Agent,Four-Door Car,1,P,3
4627,Oregon,No,1,Bachelor,Employed,M,Urban,Married,4,Web,SUV,2,C,1
4628,California,Yes,2,High School or Below,Employed,M,Rural,Single,1,Agent,Four-Door Car,2,P,1
4629,Nevada,No,2,Bachelor,Employed,F,Suburban,Single,3,Web,Four-Door Car,1,P,2
4630,Arizona,Yes,1,High School or Below,Employed,M,Suburban,Married,2,Call Center,Four-Door Car,1,P,2
4631,California,No,2,Bachelor,Unemployed,F,Suburban,Married,1,Branch,Luxury Car,3,P,2
4632,Oregon,No,1,College,Employed,F,Rural,Married,2,Branch,Two-Door Car,2,P,3
4633,Oregon,No,1,Bachelor,Other,F,Suburban,Single,1,Web,Two-Door Car,2,P,3
4634,Arizona,No,3,Master and Above,Employed,F,Urban,Married,3,Web,Four-Door Car,2,P,1
4635,Washington,No,2,High School or Below,Unemployed,M,Suburban,Single,3,Agent,Luxury Car,2,P,1
4636,Oregon,No,1,Bachelor,Employed,M,Urban,Single,2,Web,SUV,2,P,2
4637,Arizona,No,1,College,Employed,M,Suburban,Single,4,Branch,SUV,2,C,3
4638,Arizona,No,1,Bachelor,Employed,F,Urban,Married,1,Call Center,Four-Door Car,2,P,1
4639,Oregon,No,1,Bachelor,Employed,F,Rural,Married,3,Branch,Two-Door Car,2,C,3
4640,Oregon,No,1,High School or Below,Employed,F,Urban,Single,2,Branch,Luxury Car,2,P,3
4641,Oregon,No,2,Bachelor,Employed,F,Suburban,Married,4,Agent,SUV,1,P,2
4642,Arizona,No,1,Bachelor,Employed,F,Urban,Married,4,Agent,Four-Door Car,2,P,2
4643,California,No,1,Bachelor,Employed,M,Suburban,Married,1,Agent,Four-Door Car,2,S,2
4644,California,No,2,Bachelor,Employed,M,Rural,Married,1,Web,Four-Door Car,2,P,2
4645,Oregon,No,1,College,Unemployed,M,Suburban,Married,2,Branch,Two-Door Car,2,C,3
4646,Oregon,Yes,2,Bachelor,Other,M,Suburban,Married,2,Agent,Two-Door Car,2,P,3
4647,Nevada,No,3,Bachelor,Employed,F,Rural,Married,1,Call Center,Two-Door Car,2,P,1
4648,Oregon,No,1,High School or Below,Employed,F,Suburban,Single,4,Agent,Four-Door Car,1,C,3
4649,Oregon,Yes,2,College,Other,F,Suburban,Single,1,Branch,Four-Door Car,1,C,3
4650,Arizona,No,3,High School or Below,Other,F,Suburban,Married,1,Agent,SUV,2,P,2
4651,California,No,2,Master and Above,Other,M,Suburban,Married,4,Call Center,Two-Door Car,2,P,2
4652,Nevada,No,1,College,Employed,F,Rural,Married,3,Call Center,SUV,2,P,2
4653,Oregon,No,2,Bachelor,Employed,M,Urban,Married,2,Branch,Two-Door Car,2,P,1
4654,Arizona,No,2,College,Other,M,Suburban,Single,4,Agent,Two-Door Car,3,S,2
4655,Oregon,No,1,Bachelor,Unemployed,M,Suburban,Single,1,Call Center,Two-Door Car,2,P,3
4656,California,No,2,High School or Below,Unemployed,F,Suburban,Single,2,Branch,Two-Door Car,2,P,3
4657,California,No,2,High School or Below,Employed,F,Suburban,Married,4,Agent,Two-Door Car,1,P,2
4658,Oregon,No,1,College,Employed,F,Urban,Married,1,Agent,Four-Door Car,2,P,2
4659,Oregon,No,1,Bachelor,Other,M,Suburban,Single,1,Agent,Four-Door Car,2,P,2
4660,California,No,1,College,Other,M,Suburban,Single,4,Branch,Four-Door Car,3,P,2
4661,California,No,1,Bachelor,Employed,M,Rural,Married,3,Call Center,Four-Door Car,2,P,2
4662,Nevada,No,2,High School or Below,Unemployed,M,Suburban,Single,1,Call Center,Four-Door Car,2,P,3
4663,Oregon,No,1,College,Employed,F,Suburban,Married,3,Web,Two-Door Car,3,P,1
4664,California,No,2,Master and Above,Other,M,Suburban,Married,2,Agent,Four-Door Car,1,P,1
4665,California,Yes,1,Bachelor,Employed,M,Suburban,Married,2,Agent,Two-Door Car,2,C,2
4666,Oregon,No,1,College,Unemployed,M,Suburban,Single,4,Branch,Two-Door Car,3,P,3
4667,Washington,Yes,1,High School or Below,Other,M,Suburban,Single,2,Call Center,Four-Door Car,2,S,2
4668,Oregon,No,1,High School or Below,Unemployed,F,Suburban,Single,1,Web,SUV,1,P,1
4669,Washington,No,1,High School or Below,Employed,M,Suburban,Single,4,Call Center,Two-Door Car,3,C,2
4670,Arizona,Yes,1,High School or Below,Employed,M,Suburban,Married,2,Agent,Four-Door Car,1,P,1
4671,Nevada,No,3,College,Employed,F,Suburban,Single,1,Web,Four-Door Car,2,C,1
4672,Nevada,No,2,College,Employed,F,Urban,Single,3,Call Center,SUV,2,P,3
4673,Oregon,No,2,College,Employed,F,Urban,Married,4,Call Center,Four-Door Car,2,S,2
4674,California,No,1,College,Employed,M,Suburban,Married,1,Agent,Two-Door Car,1,P,3
4675,Oregon,No,1,Bachelor,Unemployed,F,Suburban,Single,1,Agent,Four-Door Car,2,P,3
4676,Oregon,Yes,2,High School or Below,Employed,M,Suburban,Single,2,Branch,Two-Door Car,1,P,1
4677,Arizona,No,1,Bachelor,Employed,M,Suburban,Married,2,Call Center,SUV,2,S,3
4678,Oregon,No,1,Bachelor,Unemployed,M,Suburban,Single,1,Branch,Two-Door Car,2,P,1
4679,Arizona,No,1,Bachelor,Employed,F,Rural,Married,1,Call Center,SUV,2,P,2
4680,Nevada,No,1,College,Unemployed,M,Suburban,Single,3,Agent,Two-Door Car,2,C,2
4681,Arizona,No,2,Bachelor,Employed,F,Rural,Married,1,Agent,Four-Door Car,2,P,3
4682,Oregon,No,1,Bachelor,Unemployed,F,Suburban,Single,2,Agent,Luxury Car,2,P,1
4683,Arizona,No,2,Master and Above,Employed,F,Rural,Married,1,Agent,Four-Door Car,2,C,2
4684,Oregon,No,1,College,Employed,F,Suburban,Married,1,Agent,SUV,3,C,1
4685,Arizona,No,1,College,Employed,F,Urban,Married,3,Agent,Four-Door Car,2,P,3
4686,Oregon,No,1,Bachelor,Employed,M,Urban,Married,4,Web,Two-Door Car,3,P,3
4687,Washington,No,1,High School or Below,Unemployed,F,Rural,Married,1,Web,Four-Door Car,2,P,2
4688,Arizona,No,2,Bachelor,Employed,M,Suburban,Married,2,Agent,Four-Door Car,1,P,1
4689,Arizona,No,1,Master and Above,Employed,M,Rural,Married,2,Web,SUV,2,P,3
4690,Arizona,No,1,College,Unemployed,M,Suburban,Single,3,Agent,Four-Door Car,2,P,3
4691,California,No,1,Bachelor,Employed,F,Urban,Married,2,Branch,SUV,2,P,3
4692,Oregon,No,2,High School or Below,Employed,M,Suburban,Married,2,Web,Four-Door Car,2,P,2
4693,Arizona,No,1,Bachelor,Employed,F,Suburban,Married,2,Agent,Two-Door Car,3,C,3
4694,California,No,2,Bachelor,Unemployed,F,Suburban,Single,1,Branch,SUV,2,P,3
4695,California,No,1,College,Employed,F,Suburban,Married,1,Branch,Four-Door Car,3,C,2
4696,Oregon,No,1,Bachelor,Employed,M,Rural,Married,2,Branch,Four-Door Car,2,P,1
4697,California,No,1,Bachelor,Employed,F,Suburban,Single,4,Call Center,Four-Door Car,2,P,2
4698,California,No,2,High School or Below,Employed,M,Rural,Single,1,Call Center,Luxury Car,2,P,2
4699,California,No,1,High School or Below,Unemployed,M,Suburban,Single,2,Call Center,Four-Door Car,1,P,3
4700,Oregon,No,3,College,Unemployed,F,Suburban,Single,2,Branch,Four-Door Car,2,C,3
4701,Oregon,No,2,High School or Below,Unemployed,F,Suburban,Single,1,Web,Four-Door Car,2,P,2
4702,California,No,1,Bachelor,Unemployed,M,Suburban,Single,2,Agent,Four-Door Car,1,P,2
4703,Arizona,No,1,Bachelor,Other,F,Suburban,Single,1,Branch,Four-Door Car,2,P,2
4704,California,No,2,Master and Above,Employed,F,Urban,Married,2,Web,Four-Door Car,2,P,2
4705,Oregon,No,1,Master and Above,Employed,M,Rural,Married,2,Call Center,SUV,3,P,1
4706,Washington,Yes,1,College,Employed,M,Urban,Single,2,Agent,Four-Door Car,2,C,1
4707,Oregon,No,2,High School or Below,Other,F,Suburban,Single,1,Branch,Four-Door Car,2,C,3
4708,Oregon,No,1,College,Employed,M,Rural,Married,1,Agent,SUV,2,P,3
4709,Nevada,No,1,Bachelor,Other,M,Rural,Married,1,Branch,Four-Door Car,2,C,1
4710,Oregon,No,1,High School or Below,Employed,F,Suburban,Married,2,Call Center,Four-Door Car,3,P,3
4711,California,No,1,High School or Below,Employed,M,Rural,Married,3,Web,Luxury Car,2,C,2
4712,Oregon,No,2,Bachelor,Employed,F,Urban,Married,2,Call Center,Four-Door Car,2,C,2
4713,California,No,1,Bachelor,Unemployed,M,Urban,Single,3,Call Center,Four-Door Car,2,P,3
4714,California,No,2,Bachelor,Unemployed,M,Suburban,Single,2,Branch,Four-Door Car,2,P,1
4715,Nevada,No,2,Master and Above,Unemployed,M,Suburban,Single,1,Branch,Four-Door Car,2,P,3
4716,Oregon,Yes,2,College,Employed,F,Rural,Married,2,Call Center,Two-Door Car,3,P,3
4717,California,No,2,Master and Above,Employed,M,Urban,Married,2,Agent,SUV,3,P,3
4718,Oregon,No,1,Bachelor,Employed,M,Suburban,Married,2,Call Center,SUV,2,P,3
4719,California,No,2,Bachelor,Unemployed,F,Suburban,Married,1,Agent,Luxury Car,2,P,3
4720,Washington,No,1,College,Employed,F,Suburban,Married,1,Agent,Four-Door Car,2,C,1
4721,Arizona,No,1,College,Employed,M,Suburban,Married,1,Agent,SUV,2,P,2
4722,Arizona,No,2,High School or Below,Other,M,Suburban,Married,4,Branch,Four-Door Car,2,P,2
4723,Oregon,No,2,Master and Above,Employed,M,Suburban,Married,1,Branch,Two-Door Car,1,C,3
4724,Oregon,No,1,High School or Below,Employed,M,Suburban,Married,4,Branch,Two-Door Car,3,C,2
4725,Nevada,No,2,College,Employed,F,Suburban,Married,4,Branch,SUV,2,P,3
4726,California,Yes,1,Bachelor,Employed,M,Rural,Married,2,Call Center,Four-Door Car,2,C,2
4727,Oregon,No,1,High School or Below,Unemployed,M,Suburban,Married,3,Agent,SUV,1,C,2
4728,California,No,1,College,Employed,F,Suburban,Single,1,Call Center,SUV,3,C,2
4729,Nevada,No,2,Bachelor,Employed,M,Urban,Married,1,Agent,Luxury Car,2,P,3
4730,California,No,1,High School or Below,Unemployed,F,Suburban,Single,1,Branch,Four-Door Car,2,P,2
4731,Arizona,No,1,Master and Above,Employed,M,Suburban,Married,3,Agent,Four-Door Car,2,P,2
4732,Oregon,No,1,High School or Below,Employed,F,Suburban,Married,1,Agent,Four-Door Car,1,P,1
4733,Oregon,No,2,College,Employed,M,Suburban,Married,3,Branch,Two-Door Car,1,C,1
4734,Oregon,No,2,Master and Above,Employed,F,Urban,Married,1,Web,Four-Door Car,2,P,2
4735,Nevada,No,1,High School or Below,Employed,M,Suburban,Single,1,Agent,SUV,2,S,3
4736,Nevada,No,1,Bachelor,Employed,M,Urban,Married,2,Call Center,SUV,1,P,1
4737,Oregon,No,2,Bachelor,Employed,F,Suburban,Married,3,Branch,Four-Door Car,2,C,3
4738,California,No,1,Bachelor,Employed,F,Rural,Married,2,Web,SUV,2,P,3
4739,Nevada,No,1,College,Unemployed,M,Suburban,Single,1,Branch,SUV,3,P,1
4740,Oregon,No,3,Bachelor,Employed,F,Rural,Married,1,Branch,SUV,2,C,1
4741,Washington,Yes,1,College,Employed,M,Suburban,Single,2,Call Center,Four-Door Car,1,C,3
4742,Oregon,No,1,College,Employed,F,Urban,Single,1,Web,Luxury Car,2,P,3
4743,Oregon,No,1,College,Employed,M,Suburban,Married,4,Branch,Two-Door Car,2,P,3
4744,Oregon,Yes,1,College,Other,F,Suburban,Single,1,Web,Two-Door Car,2,P,3
4745,Washington,No,2,High School or Below,Employed,M,Suburban,Married,4,Agent,Two-Door Car,2,P,2
4746,Nevada,No,1,Master and Above,Employed,M,Suburban,Single,2,Web,Four-Door Car,2,P,3
4747,Arizona,No,2,Bachelor,Employed,M,Suburban,Single,4,Web,Four-Door Car,2,P,3
4748,Oregon,No,2,High School or Below,Unemployed,M,Suburban,Single,2,Agent,Luxury Car,1,P,3
4749,Arizona,No,1,High School or Below,Unemployed,F,Suburban,Married,4,Agent,Four-Door Car,2,P,3
4750,California,No,2,College,Employed,F,Urban,Single,1,Call Center,Four-Door Car,2,P,3
4751,Washington,Yes,1,High School or Below,Other,M,Suburban,Married,3,Web,Four-Door Car,2,P,2
4752,California,No,2,Bachelor,Unemployed,M,Suburban,Married,2,Agent,Four-Door Car,1,P,3
4753,Oregon,No,2,College,Unemployed,M,Suburban,Married,2,Agent,SUV,1,C,3
4754,California,No,1,College,Employed,F,Rural,Married,1,Agent,Four-Door Car,1,P,3
4755,Oregon,No,1,Bachelor,Unemployed,F,Rural,Single,1,Branch,Four-Door Car,2,P,3
4756,California,No,1,Master and Above,Employed,F,Suburban,Single,3,Branch,Four-Door Car,2,P,1
4757,Oregon,No,2,Bachelor,Employed,M,Urban,Married,2,Web,Four-Door Car,3,P,2
4758,Oregon,No,2,Bachelor,Employed,M,Suburban,Married,1,Agent,SUV,2,P,3
4759,California,No,1,Bachelor,Employed,M,Urban,Married,2,Agent,Two-Door Car,3,P,2
4760,Arizona,No,1,High School or Below,Unemployed,M,Suburban,Single,4,Web,SUV,2,P,2
4761,Arizona,No,2,Bachelor,Employed,M,Urban,Married,1,Call Center,Four-Door Car,2,P,3
4762,Nevada,No,1,Bachelor,Unemployed,F,Suburban,Married,1,Web,SUV,2,P,3
4763,Oregon,No,1,College,Employed,M,Urban,Single,2,Branch,SUV,2,P,3
4764,Oregon,No,1,Master and Above,Other,M,Rural,Married,1,Branch,Four-Door Car,2,P,3
4765,Oregon,No,1,College,Employed,M,Rural,Married,2,Web,Four-Door Car,2,P,3
4766,California,No,2,College,Employed,M,Urban,Married,2,Call Center,Two-Door Car,2,C,1
4767,Washington,No,1,College,Employed,F,Rural,Single,1,Agent,Four-Door Car,2,P,3
4768,Arizona,No,3,Bachelor,Employed,F,Rural,Married,2,Web,SUV,3,C,2
4769,Washington,No,1,Master and Above,Employed,M,Rural,Married,2,Branch,Two-Door Car,2,P,1
4770,Oregon,No,1,High School or Below,Employed,F,Suburban,Single,3,Web,SUV,3,P,2
4771,Washington,No,1,Bachelor,Employed,M,Rural,Married,4,Agent,Four-Door Car,2,P,2
4772,Oregon,No,1,High School or Below,Other,M,Suburban,Single,4,Web,Four-Door Car,1,P,3
4773,California,No,1,Bachelor,Other,M,Urban,Married,2,Call Center,Two-Door Car,2,P,2
4774,Oregon,No,3,College,Employed,F,Suburban,Married,2,Branch,Four-Door Car,1,C,3
4775,Nevada,No,1,Bachelor,Employed,M,Suburban,Married,2,Agent,Two-Door Car,1,P,1
4776,Arizona,No,1,High School or Below,Employed,M,Rural,Married,4,Agent,Four-Door Car,1,P,3
4777,Nevada,No,1,Master and Above,Other,M,Suburban,Married,2,Branch,SUV,2,P,2
4778,Arizona,No,1,Bachelor,Employed,M,Urban,Single,1,Agent,Four-Door Car,2,P,2
4779,California,No,2,Bachelor,Employed,F,Suburban,Single,2,Branch,Two-Door Car,2,P,3
4780,California,No,2,High School or Below,Unemployed,M,Suburban,Single,4,Web,Two-Door Car,1,P,3
4781,Oregon,No,1,College,Unemployed,M,Suburban,Single,3,Agent,Luxury Car,2,C,2
4782,California,No,1,College,Employed,F,Suburban,Single,3,Call Center,Four-Door Car,2,P,1
4783,Oregon,No,2,College,Unemployed,F,Rural,Married,1,Agent,Two-Door Car,2,P,3
4784,Oregon,No,2,College,Other,F,Suburban,Single,1,Agent,Two-Door Car,2,P,2
4785,California,No,1,College,Unemployed,M,Suburban,Single,2,Branch,Four-Door Car,2,C,3
4786,Nevada,No,1,High School or Below,Employed,F,Suburban,Single,4,Web,Four-Door Car,1,P,3
4787,Arizona,No,2,Master and Above,Employed,F,Rural,Married,4,Branch,Four-Door Car,2,P,2
4788,Oregon,No,1,High School or Below,Unemployed,M,Suburban,Single,2,Web,Four-Door Car,2,C,1
4789,Oregon,No,1,High School or Below,Employed,F,Suburban,Married,3,Agent,Four-Door Car,3,P,1
4790,California,Yes,2,High School or Below,Employed,F,Suburban,Married,2,Agent,Two-Door Car,3,P,3
4791,Oregon,No,2,College,Employed,F,Suburban,Married,1,Agent,Four-Door Car,2,S,3
4792,Nevada,No,1,High School or Below,Employed,F,Suburban,Single,2,Branch,SUV,2,P,2
4793,Arizona,No,1,Bachelor,Unemployed,M,Suburban,Married,2,Agent,Two-Door Car,1,C,2
4794,Arizona,No,1,College,Employed,F,Suburban,Married,1,Agent,Two-Door Car,1,P,3
4795,California,No,1,Bachelor,Employed,M,Rural,Married,1,Agent,Four-Door Car,2,C,3
4796,Arizona,No,1,Bachelor,Employed,M,Urban,Married,1,Agent,Four-Door Car,2,P,3
4797,California,No,2,High School or Below,Employed,M,Suburban,Married,1,Call Center,SUV,3,P,2
4798,Oregon,No,1,High School or Below,Unemployed,F,Suburban,Single,1,Agent,Four-Door Car,2,P,3
4799,Nevada,No,2,High School or Below,Unemployed,F,Suburban,Single,3,Agent,SUV,2,P,2
4800,Arizona,No,2,College,Employed,F,Urban,Married,3,Branch,Two-Door Car,2,P,3
4801,Oregon,No,1,College,Employed,M,Rural,Single,2,Agent,Four-Door Car,2,S,1
4802,California,No,1,High School or Below,Employed,F,Suburban,Single,2,Branch,Four-Door Car,1,P,3
4803,Arizona,No,1,College,Employed,F,Urban,Married,4,Agent,SUV,2,P,3
4804,California,No,2,Bachelor,Employed,F,Rural,Married,3,Call Center,SUV,3,P,1
4805,Oregon,No,1,Bachelor,Employed,M,Suburban,Single,1,Agent,SUV,1,P,3
4806,Oregon,No,1,College,Employed,M,Urban,Married,1,Branch,Four-Door Car,2,C,3
4807,Washington,No,2,High School or Below,Unemployed,M,Suburban,Single,1,Agent,Four-Door Car,2,P,2
4808,California,Yes,2,College,Employed,F,Suburban,Married,1,Branch,Luxury Car,1,P,3
4809,Oregon,No,1,College,Employed,F,Suburban,Married,2,Branch,Luxury Car,3,P,3
4810,Nevada,No,1,College,Employed,F,Rural,Single,3,Agent,Four-Door Car,2,P,1
4811,California,No,1,Master and Above,Employed,F,Rural,Single,3,Call Center,SUV,2,P,3
4812,California,No,2,High School or Below,Employed,F,Urban,Married,1,Agent,SUV,2,P,3
4813,Arizona,No,2,Bachelor,Employed,F,Rural,Married,1,Web,Luxury Car,2,C,3
4814,Oregon,No,2,College,Employed,F,Suburban,Married,3,Web,Two-Door Car,2,P,3
4815,Arizona,No,2,Bachelor,Employed,M,Urban,Married,2,Web,SUV,1,P,3
4816,California,Yes,1,Bachelor,Employed,F,Suburban,Married,2,Call Center,Four-Door Car,1,C,2
4817,California,No,2,College,Employed,F,Suburban,Married,1,Branch,Four-Door Car,3,C,1
4818,California,Yes,1,College,Unemployed,F,Suburban,Single,1,Branch,Four-Door Car,1,C,3
4819,Oregon,No,1,College,Employed,F,Rural,Married,4,Web,Four-Door Car,2,C,3
4820,Arizona,No,3,Bachelor,Unemployed,F,Suburban,Single,1,Call Center,SUV,1,C,3
4821,Arizona,No,1,High School or Below,Employed,M,Urban,Married,1,Agent,Two-Door Car,2,P,1
4822,Nevada,No,1,College,Employed,F,Rural,Single,3,Agent,Four-Door Car,2,P,1
4823,Oregon,No,1,College,Employed,F,Suburban,Married,1,Web,SUV,3,C,2
4824,Nevada,No,1,Bachelor,Unemployed,M,Suburban,Single,1,Agent,Four-Door Car,2,P,3
